"relative_path","top_level","extension","size_bytes","size_mb","last_modified_kst","repository_policy"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\테두리)-KOREATOUR-&-XXX-STUDIO.png","01_INPUT(입력_원본)",".png","14659","0.014","2024-03-26 16:14:40","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\테두리)-KOREATOUR-&-XXX-STUDIO(블랙).png","01_INPUT(입력_원본)",".png","14030","0.013","2024-03-27 13:17:25","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\테두리)-KOREATOUR-&-XXX-STUDIO(세로).png","01_INPUT(입력_원본)",".png","814360","0.777","2024-03-28 12:27:42","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\테두리)-KOREATOUR-&-XXX-STUDIO(EXPERIENCE).png","01_INPUT(입력_원본)",".png","16655","0.016","2024-03-27 22:49:50","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\location-pin-multiple-styles-set\Location Pin Multiple Styles Set.jpg","01_INPUT(입력_원본)",".jpg","2399648","2.288","2023-12-01 10:08:36","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\OPENING) KOREA TOUR.ai","01_INPUT(입력_원본)",".ai","274323","0.262","2024-03-26 01:32:11","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\OPENING)-KOREA-TOUR.png","01_INPUT(입력_원본)",".png","18822","0.018","2024-03-26 01:32:25","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\OPENING)-KOREA-TOUR(썸네일).png","01_INPUT(입력_원본)",".png","643320","0.614","2024-03-28 16:01:14","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\OPENING)-KOREA-TOUR(SMALL).png","01_INPUT(입력_원본)",".png","9367","0.009","2024-03-26 02:10:58","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\PIN.ai","01_INPUT(입력_원본)",".ai","221919","0.212","2024-03-26 03:45:43","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR.ai","01_INPUT(입력_원본)",".ai","500827","0.478","2024-03-26 03:19:34","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR.psd","01_INPUT(입력_원본)",".psd","484446","0.462","2024-03-26 04:29:55","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(글자만).ai","01_INPUT(입력_원본)",".ai","253198","0.241","2024-03-27 20:39:21","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(글자만).psd","01_INPUT(입력_원본)",".psd","111672","0.106","2024-03-27 20:47:45","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(로고만).ai","01_INPUT(입력_원본)",".ai","242739","0.231","2024-03-26 07:08:33","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(로고만).psd","01_INPUT(입력_원본)",".psd","99494","0.095","2024-03-26 07:08:41","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(로고만2).ai","01_INPUT(입력_원본)",".ai","233739","0.223","2024-03-26 10:51:19","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(로고만2).psd","01_INPUT(입력_원본)",".psd","127034","0.121","2024-03-26 10:51:30","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(수정본).ai","01_INPUT(입력_원본)",".ai","365652","0.349","2024-03-26 06:58:57","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(수정본).psd","01_INPUT(입력_원본)",".psd","308702","0.294","2024-03-26 06:59:21","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(수정본2).ai","01_INPUT(입력_원본)",".ai","348579","0.332","2024-03-27 14:55:19","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(수정본2).psd","01_INPUT(입력_원본)",".psd","298938","0.285","2024-03-27 14:55:30","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(수정본3).ai","01_INPUT(입력_원본)",".ai","351027","0.335","2024-03-27 20:28:52","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(수정본3).psd","01_INPUT(입력_원본)",".psd","344975","0.329","2024-03-27 20:29:13","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(수정본4).ai","01_INPUT(입력_원본)",".ai","352260","0.336","2024-03-27 20:34:04","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(수정본4).psd","01_INPUT(입력_원본)",".psd","364648","0.348","2024-03-27 20:34:13","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(CLEAN).ai","01_INPUT(입력_원본)",".ai","329666","0.314","2024-03-27 20:38:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET) KOREA TOUR(CLEAN).psd","01_INPUT(입력_원본)",".psd","313291","0.299","2024-03-27 20:38:33","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET)-KOREA-TOUR.png","01_INPUT(입력_원본)",".png","17425","0.017","2024-03-26 04:26:12","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\collection_identity\motion_graphics\TICKET)-KOREA-TOUR(수정본).png","01_INPUT(입력_원본)",".png","11822","0.011","2024-03-26 06:59:07","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\안내형 봉투) XXX STUDIO_KOREA TOUR.ai","01_INPUT(입력_원본)",".ai","1230883","1.174","2024-03-08 10:26:52","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\안내형 봉투) XXX STUDIO_KOREA TOUR(165x115).ai","01_INPUT(입력_원본)",".ai","171461","0.164","2024-03-11 00:26:33","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\안내형 봉투) XXX STUDIO_KOREA TOUR(165x165).ai","01_INPUT(입력_원본)",".ai","189166","0.18","2024-03-10 23:56:06","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\단색\칼선샘플(단색대봉투)_330x245_기성형.ai","01_INPUT(입력_원본)",".ai","943945","0.9","2019-07-18 15:34:06","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\단색\칼선샘플(단색소봉투)_220x105_기성형.ai","01_INPUT(입력_원본)",".ai","908437","0.866","2019-07-18 15:34:00","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\단색\칼선샘플(단색이중봉투)_205x100_기성형.ai","01_INPUT(입력_원본)",".ai","912611","0.87","2019-07-18 15:33:52","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\단색\칼선샘플(단색중봉투)_260x190_기성형.ai","01_INPUT(입력_원본)",".ai","925285","0.882","2019-07-18 15:33:46","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\단색\칼선샘플(단색특대봉투)_390x290_기성형.ai","01_INPUT(입력_원본)",".ai","948831","0.905","2019-07-18 15:33:38","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\칼라\칼선샘플(칼라대봉투)_330x245_규격형.ai","01_INPUT(입력_원본)",".ai","940327","0.897","2019-07-18 15:35:06","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\칼라\칼선샘플(칼라대봉투)_330x245_자켓형.ai","01_INPUT(입력_원본)",".ai","934420","0.891","2019-07-18 15:35:00","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\칼라\칼선샘플(칼라소봉투)_220x105_규격형.ai","01_INPUT(입력_원본)",".ai","977623","0.932","2019-07-18 15:34:54","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\칼라\칼선샘플(칼라소봉투)_220x105_자켓형.ai","01_INPUT(입력_원본)",".ai","907185","0.865","2019-07-18 15:34:46","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\칼라\칼선샘플(칼라중봉투)_260x190_규격형.ai","01_INPUT(입력_원본)",".ai","923248","0.88","2019-07-18 15:34:40","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\bag\칼라\칼선샘플(칼라중봉투)_260x190_자켓형.ai","01_INPUT(입력_원본)",".ai","921631","0.879","2019-07-18 15:34:34","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\CDP92_155x155.ai","01_INPUT(입력_원본)",".ai","199216","0.19","2024-03-07 12:18:04","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-140x70.ai","01_INPUT(입력_원본)",".ai","1602334","1.528","2019-07-18 14:58:34","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-148x68.ai","01_INPUT(입력_원본)",".ai","1602255","1.528","2019-07-18 14:58:28","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-150x70.ai","01_INPUT(입력_원본)",".ai","1601531","1.527","2019-07-18 14:58:22","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-150x72.ai","01_INPUT(입력_원본)",".ai","1603419","1.529","2019-07-18 14:58:16","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-155x80.ai","01_INPUT(입력_원본)",".ai","1601625","1.527","2019-07-18 14:58:10","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-160x70.ai","01_INPUT(입력_원본)",".ai","1601248","1.527","2019-07-18 14:58:06","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-160x73.ai","01_INPUT(입력_원본)",".ai","1601347","1.527","2019-07-18 14:57:58","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-170x70.ai","01_INPUT(입력_원본)",".ai","1600757","1.527","2019-07-18 14:57:52","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-180x70.ai","01_INPUT(입력_원본)",".ai","1593127","1.519","2019-07-18 14:57:46","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-180x90.ai","01_INPUT(입력_원본)",".ai","1599349","1.525","2019-07-18 14:57:40","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\상품권\칼선샘플(상품권)-99x50.ai","01_INPUT(입력_원본)",".ai","1602850","1.529","2019-07-18 14:58:40","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\엽서\칼선샘플(미니엽서)-140x90.ai","01_INPUT(입력_원본)",".ai","1599661","1.526","2019-07-18 14:59:46","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\엽서\칼선샘플(미니엽서)-148x90.ai","01_INPUT(입력_원본)",".ai","1598717","1.525","2019-07-18 14:59:40","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\엽서\칼선샘플(엽서_정사각)-145x145.ai","01_INPUT(입력_원본)",".ai","1599313","1.525","2019-07-18 14:59:18","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\엽서\칼선샘플(엽서)-148x105.ai","01_INPUT(입력_원본)",".ai","1590429","1.517","2019-07-18 14:59:34","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\엽서\칼선샘플(엽서)-175x115.ai","01_INPUT(입력_원본)",".ai","1598186","1.524","2019-07-18 14:59:30","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\엽서\칼선샘플(엽서)-180x98.ai","01_INPUT(입력_원본)",".ai","1599158","1.525","2019-07-18 14:59:24","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\envelope\post\엽서\칼선샘플(표준엽서)-150x100.ai","01_INPUT(입력_원본)",".ai","1598715","1.525","2019-07-18 14:59:12","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\seal_sticker\스티커) XXX STUDIO_초대장_봉인.ai","01_INPUT(입력_원본)",".ai","263324","0.251","2024-03-10 23:32:37","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\seal_sticker\스티커) XXX STUDIO_초대장_봉인(25).ai","01_INPUT(입력_원본)",".ai","234514","0.224","2024-03-11 01:49:43","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\seal_sticker\circle10x10x2.ai","01_INPUT(입력_원본)",".ai","212602","0.203","2024-03-10 23:27:21","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\invitation\seal_sticker\circle25x25x2.ai","01_INPUT(입력_원본)",".ai","197026","0.188","2024-03-11 01:48:27","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\디지털엽서,상품권_102_150_1_양면.ai","01_INPUT(입력_원본)",".ai","121714","0.116","2024-03-03 21:27:08","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\디지털엽서,상품권_102_152_1_양면.ai","01_INPUT(입력_원본)",".ai","121256","0.116","2024-03-04 01:14:05","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\디지털엽서,상품권_102_152_1_양면(최종)_수정.ai","01_INPUT(입력_원본)",".ai","395043219","376.743","2024-06-20 11:34:28","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\디지털엽서,상품권_102_152_1_양면(최종).ai","01_INPUT(입력_원본)",".ai","395042461","376.742","2024-03-05 11:45:23","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\디지털엽서,상품권_102_152_1_양면(DAY).ai","01_INPUT(입력_원본)",".ai","187759963","179.062","2024-03-04 03:34:00","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\디지털엽서,상품권_102_152_1_양면(NIGHT).ai","01_INPUT(입력_원본)",".ai","207438452","197.829","2024-03-04 01:25:31","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\디지털엽서,상품권_152_102_1_양면.ai","01_INPUT(입력_원본)",".ai","119435","0.114","2024-03-05 10:24:19","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\멤수정\(인쇄파일) xxx studio 100150 소량엽서(수정본).ai","01_INPUT(입력_원본)",".ai","505431533","482.017","2024-03-05 22:21:16","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\멤수정\xxx studio 100150 소량엽서(수정본).ai","01_INPUT(입력_원본)",".ai","396137410","377.786","2024-03-05 14:31:36","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\엽서) 뒷면 디자인.ai","01_INPUT(입력_원본)",".ai","1469547","1.401","2024-03-04 02:08:23","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\엽서) 뒷면 디자인(북촌)_레스터화.ai","01_INPUT(입력_원본)",".ai","1550028","1.478","2024-03-04 01:44:59","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\엽서) 뒷면 디자인(잠실)_레스터화.ai","01_INPUT(입력_원본)",".ai","1571251","1.498","2024-03-04 02:07:50","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\엽서) XXX STUDIO_KT_SEOUL_DAY.ai","01_INPUT(입력_원본)",".ai","188611865","179.874","2024-03-04 01:58:13","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\엽서) XXX STUDIO_KT_SEOUL_NIGHT.ai","01_INPUT(입력_원본)",".ai","208261252","198.613","2024-03-04 01:08:59","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\postcard\엽서)-XXX-STUDIO_KT_SEOUL_DAY.png","01_INPUT(입력_원본)",".png","239251","0.228","2024-04-04 01:13:18","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\pouch\2) 비용 관련(명성 패키지)\명성패키지_통장사본.pdf","01_INPUT(입력_원본)",".pdf","146128","0.139","2024-03-04 21:46:10","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\pouch\2) 비용 관련(명성 패키지)\명성패키지사업자등록증명.pdf","01_INPUT(입력_원본)",".pdf","222731","0.212","2024-03-04 21:46:08","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\pouch\2) 비용 관련(명성 패키지)\KakaoTalk_20240311_235951505_01.jpg","01_INPUT(입력_원본)",".jpg","4679170","4.462","2024-03-12 00:01:34","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\pouch\2) 비용 관련(명성 패키지)\KakaoTalk_20240311_235951505.jpg","01_INPUT(입력_원본)",".jpg","4361774","4.16","2024-03-12 00:01:34","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\pouch\2) 비용 관련(명성 패키지)\XXX STUDIO 부직포조리개 시안.pdf","01_INPUT(입력_원본)",".pdf","397805","0.379","2024-03-04 21:46:05","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\pouch\2) 비용 관련(명성 패키지)\XXX STUDIO_부직포 조리개_실크인쇄 견적서240304.pdf","01_INPUT(입력_원본)",".pdf","119540","0.114","2024-03-04 21:46:05","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\pouch\목업) XXX STUDIO(KT 컨셉).ai","01_INPUT(입력_원본)",".ai","2651656","2.529","2024-03-05 09:42:04","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\pouch\파우치) XXX STUDIO_브랜드컨셉(150).ai","01_INPUT(입력_원본)",".ai","1216379","1.16","2024-03-04 10:37:03","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\02_KOREA_TOUR(코리아투어_프로젝트)\ticket_package\pouch\파우치) XXX STUDIO_브랜드컨셉(200x225).ai","01_INPUT(입력_원본)",".ai","1216789","1.16","2024-03-04 12:49:48","INDEX_ONLY_RAW_SOURCE"
